text,actual,predicted
"@vinceness @mattytalks c'mon guys, break it up.Happy Labour Day xxx",1,0
Went to victory lane at 10 took 1st got home at like just 3:45 fell asleep woke up at 6 fell asleep an jus woke up at 10:34,0,-1
Apple Special Event Live BlogAnother always-exciting Apple event! Join us October 23 as we update live from the ...http://t.co/rnuSIaMC,1,0
Just found a photo of me and my Girl Scouts troop back in like 3rd grade. I was so cute and innocent...what the hell happened #reminiscing,1,0
"Vincent Jackson limited in Monday practice estimates, fantasy value just fine for Thursday http://t.co/OfR7ykTN",1,0
"Vincent Jackson limited in Monday practice estimates, fantasy value just fine for Thursday: Tampa Bay Buccaneers... http://t.co/etg2iV9p",1,0
"Fashion pics from the yellow carpet of the Headies 2012 Awards held on Saturday at Eko Hotel, Victori... http://t.co/UTWfQvf8",0,1
"Join me Wed for a live webcast on cost optimization for IT, for the SMB crowd. http://t.co/tyJn4RES << send your questions in! #DellWebcast",1,0
"Sweats again tomorrow ? Math TAKS tomorrow ? I do think so , sweats it is !",0,1
I will be live-tweeting tomorrow's Minnesota Wild vs.Montreal Canadiens game from the X! Stay tuned for in-game...... http://t.co/062LkuJD,0,1
Enough with the reality TV. One broadcaster had an original idea and dumped it. Terra Nova deserves a 2nd chance. Up for it?,-1,0
@tooFANCY4words i only sat on a plastic chair when they were giving lap dances. i never broke it tho. im telling you i was straight.,0,1
@edlnews @DefiantLionUK to an extent BNP but if you don't have a variety of political parties although I may disagree with them you have a,-1,0
Standing by to watch the Apple Special event live: http://t.co/cld2MfUw,0,1
BNP opposes Companies Act change: The BNP on Tuesday asked the government to drop the move to change Companies A... http://t.co/AVRh5J4g,-1,0
The Apple Special Event Live broadcast it UP! Shutting all other apps/browsers for maximum smoothness! http://t.co/1kYh12sO,1,0
Andando in bicicletta a Roma -- si puo' dividere (share) pure li! Shareable: Changing Bike Culture in the Eternal City: http://t.co/nT3c7ryI,0,1
The new iMac is so freaking thin. I may choose it over a Thunderbolt display. Unless they update it to!,1,0
"hockey game against Cardigan tomorrow, bring it on.",1,0
"how he should rejoin his companion, who was awaiting him at Rome. He set out, and on the Saturday evening reached the Eternal City by",1,0
"#CNET - Just bought my 1st iPad, iPad3, feeling real burned, mad, about iPad4 so soon. Grrr. REALLY mad! Don't even care about mini now,",-1,1
#ipad 4th generation by apple just after 6 months from ipad3? #fail,-1,0
Wednesday is Working Women's Day at Dog Tyred and to-day we have something just for the ladies... A racegoer... http://t.co/REDLhwKy,1,0
"@SullyCNBC didn't iPOOP just came out with 3rd gen IJUNK not to long ago? why the 4TH??? CUZ they CAN NOT compete with SAMSUNG, ASUS,NEXES.,",-1,0
"@CNBC didn't iPOOP just came out with 3rd gen IJUNK not to long ago? why the 4TH??? CUZ they CAN NOT compete with SAMSUNG, ASUS,NEXES..,,..",-1,0
"@CNBC didn't iPOOP just came out with 3rd gen IJUNK not to long ago? why the 4TH??? CUZ they CAN NOT compete with SAMSUNG, ASUS,NEXES....,,,",-1,0
"@CNBC didn't iPOOP just came out with 3rd gen IJUNK not to long ago? why the 4TH??? CUZ they CAN NOT compete with SAMSUNG, ASUS,NEXES.,,,..,",-1,0
cant go to hot springs for the band marching contest because i didnt march at homecoming,-1,1
@Skinny_Minix3 retard you don't take Hspa until march cause you're a jr,-1,0
@appletweets apple is about to lose my business. I recently bought this iPad may 31st... You come out with new iPad and discontinue ipad3!!!,-1,0
@DatNigga_Tj nigga Saturday were going to a Farmington hills party!!!,1,0
"Miles just hit a 3, matched by Gerald Green...Indy is a deep team...good test for Cavs tonight...down 3 half way thru 2nd..Waiters returning",1,0
"MT @LccSy #Syria, Deir Ezzor | Marba'eh: Aerial shelling dropped explosive barrels on residential buildings in the town. Tue, 23 October.",-1,0
got science PSSA's tomorrow. what's the point of retaking them when i did all the study island remediation already? school sucks man.,-1,0
"#ReasonsIAmAWrestlingFan Macho Man,HBK,Bret,Roddy and others who got me 1st hooked on it.",0,1
October 29th 2012: Neil deGrasse Tyson & Michio Kaku launch a covert mission deep into the heart of Italy to rescue incarcerated scientists.,1,0
Gosh just think if Robert Griffin the 3rd (RGIII) and lamichael james were on the same team omg #Beasts,1,0
I just realized I'm going to see Hedley tomorrow. OHMYGOD. #5thtime :D #WeDay,0,1
There's a Possibility I'll be Decked out in Mint Neko Tomorrow. Either with Cardigan or Parka. ;),1,0
"European Exchanges open with a slight rise: (AGI) Rome, October 24 - European Exchanges opened with a slight ris... http://t.co/mAljf6eT",1,0
"@princeofpirates 1st one's Rosemary and Rue and unless you've got a specialty fantasy bookstore nearby, you're best going to Book Depository",0,1
@QuoteSS_Henecia @khjbelinda he looks a lot like Hyung Jun in this pic. Lol. ^^,0,1
@RM_Heffernan @LeevaleAC. Sorry I have organised a walks day for the 17th in CIT,0,-1
Long overdue celebration of African lit on Fri & Sat with former UN Sec Gen Kofi Annan @aminattaforna @HannahPool &more @AfricanBkFest,1,0
"Center Stage live, NOV 10TH. %%100%% Truth. come party with us, eat with us, laugh with us and smile with us...- http://t.co/PTJexfKk",1,0
Just thinking about my 21st birthday made me realize that it's 2 weeks after St. Patty's Day. #buzzkill,0,1
@MzMarina see u sunday at Calle orange afterparty @liquids with @power953,0,1
@__AsToldByDeee OMG! lucky den! i was 12 when i saw Drake for da 1st time and it was my 1st Drake concert lmao i was 13 for Club paradise :),1,-1
@SaxbyChambliss @foxandfriends @datakcy What did Petraeus tell the Intel Comm. Sept 13 and why did @SenFeinstein blame the video?,-1,0
"If you wonder why we keep on this sustainable path, run the trails around Cardigan. Closed loop at its best, nature. #doworkshop tomorrow",0,1
"@The_JDoss the only one I can think of is that 1 Super Bowl, the other 2 may be Reggie Wayne and Marvin Harrison, only ex. that come to mind",0,1
"@Bullbeggar Jan, I just spoke to Joe Zellner & SMB team, they are fine. We even had two couples who went ahead with their weddings today :).",1,0
"Federal Reserve sticks with stimulus: The Federal Reserve made no major policy changes Wednesday, deciding to stick to its plan of st...",1,0
"Fed Keeps Rates Low, Says Growth Is Moderate The Federal Reserve stuck to its assessment Wednesday that the econ... http://t.co/bXdixqRy",0,1
"Story: The Houstons premieres tonight. Bobbi Kristina, who may or may NOT have gotten engaged to her brother. <- Cats outta the bag #Engaged",1,0
"Federal Reserve sticks with stimulus: The Federal Reserve made no major policy changes Wednesday, de... http://t.co/XNf6U9W6 #sanantonio",0,1
#celebrate your new arrival with a naming ceremony. Meet @TheMemBox at mum n baby fair Colne Valley Garden Centre Huddersf'd sun 28 10.30,1,0
Anna Kendrick may be the only thing that saves this asshole of a movie.,-1,1
@NaFi_1012 usually go to a mosque in Farmington Hills. But got an exam tomorrow..so not going.,0,-1
Some anonymous number sent me a group message about a party on Hedley tomorrow lol,1,0
@T_MoniqueXOXO They not for sports wit yo hatin ass lol I'm smart af. Yu just focus on friday and them practice Ogt's,-1,1
I mean I have to take the OGT tomorrow so why not stay up all night?,-1,0
omg jonghyun is following his hyung by giving me 2nd hand embarrassment feels. XD what are you cnblue dorks. http://t.co/m62gxJrZ,-1,1
Well yall are gonna forget about this tomorrow anyway just like KONY,-1,0
@rosetehau @MiriaFlavell Why you wanna txt me on Labour Day and don't txt back Losah??? I got an exam on Monday morning,0,-1
"@JoshJensen7 always wanted to finish with the sun on my back as a couple of my sporting Herod did @GaryLineker, Gazza & C.Waddle",0,1
(cont.) weeks and Hyung Jun didn't even perform on the major music shows,-1,0
Intimate showcase with Chris Rene - November 7 in Auckland. Can't buy tickets to this. Click the link to enter... http://t.co/jfhKiRzM,-1,0
@TheCab Gonna be on a bus for hours tomorrow...think I'll get The Cab pumping the whole way Xx,1,0
"Register today to attend a FREE! Super Saturday, October 27 in Syracuse, New York with President, Nigel Branson! - http://t.co/iz0D3soK",1,0
I'm officially done with all of my exit level TAKS. Lets just hope I don't have to retake any in March. #2013,1,-1
"@MrsSole LOL...Oh if you are free on Sunday, I would like to invite you to Women's Day at my church.",1,0
Me and my 2nd Dad before his tip to the Upper Room.. Miss you Uncle Bolee #TBT http://t.co/dGIpYEWq,1,0
Tracy McGrady arrived in China on Wed after signing with Qingdao Eagles. His arrival at the airport was crazy - http://t.co/siGIuJFF,1,0
Putting together a preview story for the CMU field hockey team. They're hosting Kent State Saturday with the MAC Championship on the line.,0,1
Smash Project on march 8 omg just 4 days after my birthday aaah!!,1,0
"Ramcharan Escaped From Fine October 25, 2012 The Supreme Court warned the Director Gen... http://t.co/kzEie9tn",0,1
"NEWS> Flava - Flava will be taking over Floor 5 tomorrow night, with some of the best hip hop, afrobeats and RnB t http://t.co/PgQuhnUY",0,1
"oh, Vincent Jackson, why must you play on Thursday? making my WR decision very difficult indeed. #fantasyfootballproblems",-1,0
"#Apple Your 3rd gen. iPad with Retina display is worth a lot of money, especially at Amazon http://t.co/3eeQVUmK #News",0,1
#FavoriteBaseballMovie Field of Dreams. Gets me every time. I mean c'mon playing catch with Shoeless Joe would be legendary,1,0
"NthLondonAppleRepair Your 3rd gen. iPad with Retina display is worth a lot of money, especially at Amazon http://t.co/08Mpv5Wx",0,1
"Your 3rd gen. iPad with Retina display is worth a lot of money, especially at Amazon (MacDailyNews/MacDailyNews) http://t.co/sUfoNKMk",0,1
"Tickets are still available for Prom of the Living Dead, Friday Night, at Center Stage - The Loft - Vinyl!... http://t.co/ZW4W0qgG",1,0
I'll bet you a peanut butter sandwich that SEAL Team 6 takes out Kony just before November 6th.,1,0
RUSHERS.Get BTR on Saturday Night Live by tweeting @/nbcsnl Big Time Rush #SNLMusic! Let's make it happen! #Time4Change http://t.co/XzoJS4qR,1,0
"Vincent Jackson injury update: Active on Thursday against the Vikings, fantasy owners can rest easy: Tampa Bay B... http://t.co/7POEwMOP",1,-1
Q1 6:40. Josh Freeman pass to Vincent Jackson to the Minnesota 22 for 26 yards. 1st & 10.,0,1
"@Michaela13181 I shall be there Saturday, be prepared for me to give lap dances. I will expect a chair in the middle of the living room..",1,0
If Gerald Green doesn't have the most hops in the league then he definitely is a strong 2nd!! http://t.co/nIM4XfKG,1,-1
"Hey, at least since the Girl Scouts stood us up we can have a productive Concert Choir day tomorrow. #optimistic",1,0
I am not rational when it comes to Robert Griffin the 3rd. I am a teenaged girl and he is my Justin Bieber. #ILOVEYOURG3- @MatthewBerryTMR,1,0
Sone_Jai recommends Last Friday Night (T.G.I.F.) by Katy Perry. Listen to it for free on Deezer! http://t.co/6bi8u5Sc,1,0
"THEATER OF THE NEW Thur eve BLUE COVENANT: Maude Barlow: World #Water Crisis http://t.co/hgUZbIbD W/ water, we see the oneness of the world",1,0
"@OrangeBob77 I haven't made game-by-game predictions, but I think it'll take a few breaks to get to 27-28 wins before Selection Sunday.",-1,0
"@Laurynita Yeah girl, Disney tomorrow and Zac Brown on Saturday! Let's have lunch Saturday if you're not busy",1,0
"Doug Martin had an explosive FF week just like Vincent Jackson did last Sunday. of course, Martin is my opponent, so I am not as stoked.",-1,1
I want to watch Dance Academy but I want to sleep. Sleep wins I'll watch Dance Academy tomorrow,0,1
Mohammad Hirzallah (24) from Rafah (Gaza Strip) died Thursday from injuries sustained in an Israeli air strike a day earlier,0,-1
"Well, the theme in UAN is WINTER SEASON I can't feel it they're so HOT! Hotter than the SUN!",1,-1
@firecore Can you tell me when an update for the Apple TV 3rd gen becomes available? The missing update holds me back from buying #appletv3,1,0
There are no articles any more that dream about the cities of tomorrow. ~ Dr. Neil deGrasse Tyson,0,1
"EU welcomes Laos entry to WTO: On 26 October, the European Commission backed World Trade Organisation (WTO) deci... http://t.co/GrwVVJvw",1,0
Who are the danger men Newcastle Utd have to look out for on Sunday against West Brom ?,-1,1
"The Pacers are counting on Paul George to step up, Gerald Green and DJ Augustin are your adds... Nat 2nd in the East, son.",0,1
"Come and join us @'Free to Be' Women's Day @HTBChurch with @mercyministries on Nov 3rd - Dealing with anxieties, addictions, abuse, hurts...",1,0
Slow Economic Gains in 3rd Quarter: ABJ - October 26 - Some reason for optimism surfaced during the third-quarte... http://t.co/WZBl07SG,-1,0
"Or, you know, some version of it. In 4th grade, I was writing a novel called Prisoners of Radio City and @DisneyHyperion didn't exist yet!",-1,0
An opportunity to serve at the Gazette's Halloween Parade tomorrow night! Check it out... http://t.co/ftimSIAd,1,0
@OdettBodnar +on March 8th it's the International women's Day.First day of May has the same holiday as you *yaaay*.Victory's day is on 09/05,1,0
What shall I watch today? My dear Anna Kendrick in 50/50? Raquel in One Millions Years BC? Or Sly in Over the Top? All would be 1st times.,0,1
"@JoeandEvan Ev, u went from 3rd in the east to not making the playoffs, Deron will miss 2-4 days of practice lol",-1,1
I may or may not have gone all the way to Hot Springs just for this.. #noshamenogame #ilovefood http://t.co/eYtWMExJ,1,0
@Thellmmaafg I'm going to queen Mary today but tomorrow I can!!:D,1,0
Safe travels to my Bearcats as they travel to Topeka for their game with Washburn tomorrow @BleedGreen53 @JPetroffII @Massey_32 @Clauded23,1,0
Half naked & covered in baby spew! 3points for the Dons tomorrow though! #WeAreAllCammySmith #WeAreAllCammySmithRedArmyBanner,-1,0
We can take the Big Bucket to the Million Man March. That's a million dollars. You know Biggie Smalls he gone drink two at least!,1,0
"Devonte has to go to Super Saturday, so it's like Shepherd's A2 all over again!",0,1
Okay so my fam is going to Queen Mary tomorrow i'm really scared of hunted houses and this is a big o hunted... http://t.co/3KmAdxQJ,-1,1
"Just found out my bro @RMueksch is going to be on ESPN2 Sat night for the Neb game!! Sad I can't see it, so you should watch it:) #bigdebute",1,-1
"@MattPerekupka you're an angry elf tonight! Apples, Obamacare, relax its Friday...",0,1
"@arujinik hey, I think you ve done a mistake on th journal,Sep 3,it is equpiment, HST recoverable and A/P Jims and not bank ,it is an invoic",0,1
"#MACtion. I mean, way to go, Bearcats. Made up for a 4th quarter from hell with one huge drive.",1,0
"@BarackObama, Clinton, Panetta, Petraeus we will not #StandDown on Nov 6 or Nov 7 or Nov 8th. Do the right thing now. #WeWillNotLetThisGo",-1,0
@sandyboxx @trafiuddin @sawsjabr @amreen_taher ya which plans lol? And btww amreen can't even come Friday to the MSA event she has a bday :(,-1,1
i am not in the state of mind to take the ACT tomorrow,-1,0
"ACT Tomorrow, then spending the day with my hunny <3",1,0
"They have some really creative things going on at Tapanco (Calle 68 and 47). For instance, this concert tomorrow... http://t.co/Is0Vr4Cu",1,0
@Zwelinzima1 could have fooled me. I thought the march was about trying to win back favour with workers... Cosatu is fast losing credibility,-1,0
@kourtpinkerton so ready for the ACT tomorrow,1,0
I wanna go to the queen Mary tomorrow-_-,1,0
"Your relationship may not be incest, Bobbi Kristina, but it sure is creepy as hell...... http://t.co/1NuicYUz",-1,0
Sign of the times for once powerful Cosatu? @TimesLIVE Black shirts see red at Cosatu march http://t.co/VNiXvhdf,1,0
"At 18.00 (GMT+1), Betis, currently in the 6th place, play against Valencia, that are improving. Soldado scored a hat-trick vs BATE",1,0
"Baby feed wheel also available in Blue, Meet me tomorrow at the baby event @ Colne Valley Garden Centre for more... http://t.co/hj7GhdI6",1,0
If we could just send TAKS scores instead of SAT/ACT my life would be a billion-trillion times easier.,1,0
So get finished early today & get tomorrow off...my 1st though ooooo could go to the garden centre... What's happened to me!!,1,0
My bet for tomorrow is going to be Eden Hazard to score first and Chelsea win 2-1 #CFC,1,0
S/O to all of you who went and served at Super Saturday. You rock! #doingwork,1,0
I'm Shmacked: St. Patrick's Day at WVU to start my Saturday off the right way.,0,1
Guest teaching Super Saturday with Kris Gordon rocked! (@ Wisconsin Athletic Club) http://t.co/arMQOvHe,1,0
"@superbasslovato 'cause Lovatics r more... Lovatics may not be registered in twitter, it's normal",-1,0
"Deron said he'll practice tomorrow. Could've gone today, he said, but he was told to wait 2 days to let injury heal up.",0,-1
"Deron had a cortisone shot on Friday and said he is already feeling better. After sitting out today, he said he will practice on Sunday.",1,0
Whyd the dumb bish get em in the 1st place? @funkmasterflex: Eva Longoria Removing 3 Tattoos Related to Tony Parker - http://t.co/wmVuKWYs,-1,0
October 28th is Youth Sunday at the Upper Room Full Gospel Church! We invite you to join us on Sundays at 11am... http://t.co/i2VLsanX,1,0
Benny Benassi at #ExchangeLA Tonight! Armin Van Buuren at #ExchangLa Tomorrow Night! #EDM WEEKENED. @Bonni489 see worth the late night job.,1,0
Our first concert of the year is coming up on November 6th (also Election Day). Come see the 7th and 8th graders at MMS!,1,0
"@chrislepkowski @thevan @almajir @fabwba @bedders221 my blues mates did the lot last yr,loved it. Kyiv is immense place,may be going Jan",1,0
@D_Copperfield when will your 2013 dates at the MGM Grand will be released? I wanna meet you for my 30th birthday on March 10th! #Bucketlist,0,1
We (DWill) was the first to get cooked by Jeremy Lin then Deron came and put dude to bed... I'm sure thats why he may have said it,0,1
"@CarlAStrauss I'm from Halifax, Nova Scotia. Not sure if we will go on March break, I'll have to see as it gets closer. Why?",-1,0
@tlcbigred @perryh3216 thanks for the 2nd half info on Neb helps salvage a rough betting day #latechsuckd,1,0
"Thanksgiving, Christmas, St Patrick's Day, Memorial Day, and July 4th are the only good holidays. Every other one is stupid.",1,-1
"Deron: Surgery may be Net result: Encouraged by the results of a cortisone shot, Deron Williams believes he will... http://t.co/ZcEFlGLW",0,1
What if yall catch me on WorldStarHipHop tomorrow bc iGet arrested at the K.L. concert for trying to rape him thoo ._____.,-1,0
SunDate with @_jcpels! #araneta #sunday #pba #basketball #bff #tween #igers #igfame @ SMART Araneta Coliseum http://t.co/rsfOtOWJ,0,1
Renewed fighting rocks Syria - An early morning explosion rocked the flashpoint city of Deir Ezzor on Saturday in an... http://t.co/dJq9UVQ4,-1,0
Renewed fighting rocks Syria: An early morning explosion rocked the flashpoint city of Deir Ezzor on Saturday in... http://t.co/zf7AKZMr,-1,0
In three hours time our boys will be taking on AmaZulu FC at Orlando Stadium in the 8th game of the #AbsaPremiership #OnceAlways #UpTheBucs,1,0
"@Diary_FG @rossa_mitchell @victoriagaziano I never touched it so it was obviously Tor, bloody hell Gazza we'l get another one Saturday! Xx",0,-1
@jacksierra1 say hello tomorrow from your high status line up and I shall hail to the VIPs,1,0
"Chelsea v United, Everton v Liverpool, Bayern v Leverkusen, Marseille v Lyon. I think it's SUPER SUNDAY!!!!!!!!!!!!!",1,0
Very entertaining 1st half of the Merseyside Derby,1,0
Merseyside Derby proper goal fest so far! Hope for more in the 2nd half! #SuperSunday,1,0
"It's only the 4th minute but Eden Hazard already knows he made the wrong decision, hehe #MUFC #BPLonFOX",-1,0
"c'mon chelsea, even bilbao handles united and u r able to handle #Barca so do it for me, pls",1,-1
"@Advice1Sports yeah, we have the option to use the QB as a flex back. i activated Weeden & Sat Reggie Wayne for the 1st time",1,-1
"Positive thinking ... after the win today Newcastle Utd are only 3 points off 5th position and 5 points off 3rd spot, bring on a surge #Toon",1,0
The Cab is playing on XM and I may or may not have just started flailing.,1,0
"Well, my darling girl Aja is happy...no school tomorrow! And really, I don't mind the respite from getting up for highschool hours!",1,-1
There are many more Catholics who DO NOT agree with Mourdock than Gingrich or others may think.,-1,0
Everybody stop complaining about Shaker is the only school thats gonna be open..lets all wait and see about it tomorrow,0,1
oms on my birthday (Dec. 18th Tuesday) i want lap dances! EVERYBODY know i stay with like 50 singles in my pocket !!!,1,0
We 10th cuz the ACC is garbage. Big East has tore them up all year,-1,1
Dj Mix N Match spinning live to air with z103.5 this Wednesday October 31st at City Nightclub! http://t.co/4d3QxMid,0,1
I understand that the Saints D is terrible but Manning is unreal. Makes EVERY 3rd down. Impressive.,1,-1
Eric Decker catches his second TD pass from Manning. This puts Broncos up 31-7 with 14:54 left in the 4th.,1,0
"Sunday night wrap-up: Manning, Broncos roll Saints: His arm might not be full strength yet. And then he whacked ... http://t.co/fkWUIfYR",-1,1
"@Rusher_4ever_12 @Beach_Rusher thing is that if we do separate time on Sat, it can make Rushers get on dif times so its not all together",0,-1
"Wrap-up: Broncos 34, Saints 14: Thoughts on the New Orleans Saints' 34-14 loss to the Denver Broncos on Sunday ... http://t.co/ZVMRPJh3",-1,0
Sunday funday with the girls at toads. Cold drink in my hand and Zac Brown band playing #goodday,1,0
en UAN: see the sun en LWWY: see the sun y ahora todas las directioners see the sun por little things- ori,0,1
@mariam02 japan fukaoka tix will be released on 24 nov. Im doubtful that we can get the tix coz the VIPs will have priority.,-1,0
Now here is where conservative Arabs and conservative Jews may come to terms. Abortion. The Gaza strip may solve it all by itself.,1,0
Broncos beat Saints during Sunday Night Football: Broncos won 34 to 14 over the New Orleans Saints on Sunday Night... http://t.co/IvATPcns,0,1
"Okay sleep early tonight, wake up early tomorrow and eat Oreo for breakfast. There, my life is all planned out.",0,1
@thewantedmusic if you follow @MrsPippaSykesX ill make you my famous Oreo brownie on Sunday!!! :D deal?? xxxx http://t.co/5dTQlZXx,1,0
@thewantedmusic if you follow @MrsPippaSykesX ill make you my famous Oreo brownie on Sunday!!! :D deal?? Xxx http://t.co/5dTQlZXx,1,0
"#BTG event, Bridging the Gap, November 6 fully booked - please contact l.s.spence@exeter.ac.uk to join the cancellation waiting list.",1,0
@_DJPEI Prob the same guy that played 10 straight Dropkick songs at Berks last Saturday..felt like a rockin St Patricks Day,1,0
today I am goin to a garden centre with my mum it's jst a part of my crazy lifestyle rt if ur cryin with jealousy c'mon u r x xx xb,1,0
"Rotherham Give Clear Warning to EDL, BNP and NF October 12: http://t.co/8QGrRXSn via @youtube got the message yet? fuck off #edl",-1,1
Cuse game the 21st... I'm there pops!,1,0
Need cough medicine and/or Lemsips. May be critical if you want the Gazette on Wednesday! Anyone do deliveries??? #dying,-1,0
here an exclusive video of the night that Armin van Buuren got the no.1 spot on the DJ MAG 100 for the 5th time... http://t.co/48yW2mUV,1,0
Lionel Messi picks up Golden Boot as top scorer: Barcelona striker Lionel Messi was presented Monday with his se... http://t.co/K0aYRiwL,1,0
"Kapan sih lo ngebuktiin,jan ngomong doang Susah Susah.usaha Aja blm udh nyerah,inget.if you never try you'll never know.cowok kok gentle bgt",-1,1
Done with the updates! Hurray for me!! Ahehe^_^ Now I can go to sleep. Six loads pa ang bubunuin ko tomorrow...Aja! God bless everyone:),1,-1
Lionel Messi received his 2nd golden boot for being the top scorer in europen league. He scored 50 goals in... http://t.co/IIowAXiF,1,0
"Go Native jet-powered at Galway. Available at 50/1 for the Champion Hurdle, may go over fences http://t.co/MH0FuPFB",0,1
"I just noticed that Alli Simpson, Sarah, and April follow me. WHY DIDN'T I KNOW HOLY FUDGING FUDGE BALLS. THIS WORLDDDDDDD",1,-1
Messi receives Golden Boot award: Recognizes Argentine star Lionel Messi on Monday the Golden Boot Award as the ... http://t.co/drgpkvhi,1,0
#Syracuse field hockey beat #UConn for the Big East regular season title on Saturday. My story for @DOsports: http://t.co/n4ZjSUfV,0,1
"Still struggling with What's That Noise? If Gazza doesn't get a winner this time, there will be a new clue with Pete after 8am tomorrow.",-1,0
Reminder - We will NOT be at the Eastern Market event for tomorrow night... Weather not cooperating ! See u Thursday in Farmington Hills !,-1,0
Get Ready for information on Winter Jam tomorrow with SHINE 105.9 http://t.co/nuDDWqrQ,0,1
ye I was standing on the same concrete as Lionel Messi and Cesc Fabregas on Saturday ye ye ye,1,0
"@byron_miller it's slooooow, much slower than iPad3, can't imagine compared to ones released Friday, it's a dud, Balmer will be gone soon.",-1,1
"Monday Madness is still going strong throughout Miami! Come by Pinecrest, Coral Gables, Doral or Miami Beach... http://t.co/DLyJPkvU",1,0
"@bigmacfishes Definitely starting my weekend with Rickard's Cardigan, several pounds of wings and Monday Night football.",1,0
Awkward when Marni in Halloweentown completely changes people between the 3rd and 4th movie #imsickandnothingison,-1,1
Soccer-La Liga top scorers: Oct 29 (Infostrada Sports) - Top scorers of the La Liga on Monday 13 Lionel Messi (B... http://t.co/Ykt9btfC,1,0
"It would make my day tomorrow if I could get a picture with Chane Behanan , Peyton Siva , Gorgui , or Angel Nunez . Or even Mangok .",1,0
This is just a friendly reminder that tomorrow is Halloween in Metroplex.,1,0
"Hot Springs to Mt. Nebo last Sunday with wife driving a Ferrari? Not, my wifes Hyundai Veloster Cool Po Folks... http://t.co/dk8ehseE",0,1
I'm just waiting until Thursday. I won't be at school. I'll be at the Smith Center the entire day. FUCK YEAHHHH,1,-1
"Shaker is going to have school tomorrow. There's no doubt about that... The really question is, am I gonna go??",1,0
About 400 bricks just cascaded from a building on 2nd between 42nd & 41st onto water system of Hilton Hotel / Tudor Hotel. Scary,-1,1
"@eldermars Easy to have a couple extra wins when BYU has played the 31st ranked schedule compared to Utah, who's played the 3rd. #Sagarin",1,0
"On Oct 27th, PM #Noda visited Iwate Prefecture to gauge extent of the damage from the Great East Japan Earthquake . http://t.co/PDqLTk0Z",0,1
"Blueberry muffins last night, brownies tonight, Oreo balls Wednesday...I'm done.",0,-1
"I can recall 3 situations where #WWE changed plans because of tweets! 1st is JR to replace king, 2nd Brock interfering in the Cena vs rock!",1,0
@WNSource more interested in a possible Cena vs Ziggler match! more annoyed Ziggler didnt even wrestle tonight or on Smackdown Friday,1,-1
"@RobertLusetich On JUly 1 could have been POY, won majors,won playoff events, won WGC,Won Fed Ex Cup, had most wins n season Did none of it",1,0
I wish fundraising money could be easier ! I wanna go to Belize again this March Break on a mission trip ! Anyone want to support .. ?,1,0
"@IBGDRGN @Realtaeyang 1st time GD oppa praised VIPs in public,1st time other countries VIP jealous with M'sia VIP..and many many more...",1,0
Kirko Bangz is the weakest nigga in the game i smoke weed with that nigga in 8th grade off edgebrook i thought he was lame then n still do,-1,0
@fkariuki @jmollel I don't expect any changes on the banking and telecom sectors in near future! May be after completion of WTO talks,-1,0
"Four players remain: Merson 86.4M, Sylvia 63.5M, Balsiger 30.9M, Thomas 17.2M. One more bustout tonight and the final three return Tuesday.",0,1
@fatimasule That was the revelation I mentioned on sunday evening. I am still in Abj. How are u & where have u been again?,1,0
#WalkingDead fans . I will reveal a major spoiler for next week's The Walking Dead tomorrow at 12est at http://t.co/K4zSyCTC. Pass it on!,0,1
"Forget league's Super Saturday, @cnn has Super Storm Sandy. Name aside the coverage has been first class",1,0
"@MezaJudy thats it, I'm calling you out. we're gonna fight. be at calle 116 at 9:55 pm on friday, if you don't show then i win by default.",1,0
"Overexposed Tour, Maroon 5 With The Cab: Through The Eyes Of A Drummer - As you may have heard, The Cab just... http://t.co/H3c7kQsw",0,-1
"#MoatUp 2: JANGLYBEASTFEST is happening on January 25th 2013. Hope Gazza turns up with cigars, a Showaddywaddy album and an alcove curtain.",1,0
"@ChloePhillipa Gazza, Ramirez, Cork back and we'll do well. Then add some defenders in January and we'll climb up the league.",1,0
Just discovered restaurant on top of Centre Point. Am now taking agent to it tomorrow. No idea what food like but presumably view sublime!,1,0
"@admh86 @ashleydp15 looks like we will be headin the charleston again, jan 4 WINTER JAM!",0,1
"@bigeastonao I dont remember the name but it's a big award and SNSD was performed Gee or Gennie,u may search google for that incident",1,0
Hyung Jun's interview is super long! Can't believe it took me 45 minutes.. Am I this slow..,0,-1
What?! Seoul on Jan 28th - Feb 5th. Send a request for the accommodation in the corner of Myeongdong. I wish it will go through well.,1,0
"@HyungJun87 Hi Hyung Jun,how are you when are u comming to America,we miss u here,fighting.",1,0
"San Jose, Calif.-based eBay (NASDAQ:EBAY) announced the job cuts in a statement Monday morning. Most of the job eliminations would be fro...",-1,0
What doesn't kill you makes you stronger! @buffalobills' Mario Williams to play Sunday post-wrist surgery: http://t.co/p78PiKfz,1,-1
I like Trey Burke but I think pre-season 1st team all-american is a bit over the top.,-1,1
depending how late we work tomorrow it'll be a nightmare getting back into WeHo from Downtown with SMB shut down for the Halloween Carnival,-1,0
"@sam_snideman @Pacers looks like we'll be getting an extended look at Gerald Green, Saturday. Running w/ the starters in practice w/ DG out.",1,0
@jeannedesutun Terra Madre on Bachelor's Walk may fit the bill :),1,0
"So, @ChuckRagan in Helsinki tonight with the #RevivalTour, and he has a birthday! Sounds like a killer combination. Too bad its Tuesday.",1,-1
